timestep,masked_mean_energy,masked_ci95,nomask_mean_energy,nomask_ci95
322,-3076.133333333333,86.96238611353408,19176.0,0.0
323,-3096.6,78.65239992041806,19176.0,0.0
324,-3072.4,72.10443893042415,19176.0,0.0
325,-3075.733333333333,67.45682458582722,19176.0,0.0
326,-3080.9333333333334,69.22409931657883,19176.0,0.0
327,-3107.0666666666666,67.06608306503236,19176.0,0.0
328,-3081.866666666667,64.30045370450637,19176.0,0.0
329,-3098.866666666667,60.71636094476907,19176.0,0.0
330,-3088.733333333333,62.857410874325346,19176.0,0.0
331,-3086.4666666666667,68.38517289678082,19176.0,0.0
332,-3079.266666666667,64.47726042876252,19176.0,0.0
333,-3079.266666666667,65.85924066100705,19176.0,0.0
334,-3092.6666666666665,65.12890315408082,19176.0,0.0
335,-3092.6,59.27990123931153,19176.0,0.0
336,-3106.6,67.07593639738626,19176.0,0.0
337,-3112.4666666666667,66.26141812467283,19176.0,0.0
338,-3118.8,73.90450328680225,19176.0,0.0
339,-3128.6,69.37534435262991,19176.0,0.0
340,-3150.9333333333334,61.052021621913596,19176.0,0.0
341,-3159.133333333333,62.74384307337938,19176.0,0.0
342,-3167.8,66.03409825965308,19176.0,0.0
343,-3180.0,67.69996238305208,19176.0,0.0
344,-3176.733333333333,64.80242226020006,19176.0,0.0
345,-3171.866666666667,63.16335674899464,19176.0,0.0
346,-3169.3333333333335,67.67865266812852,19176.0,0.0
347,-3168.0666666666666,72.1925901870525,19176.0,0.0
348,-3175.4666666666667,76.24778654821343,19176.0,0.0
349,-3174.4666666666667,73.79282992259259,19176.0,0.0
350,-3183.6666666666665,71.90100454485588,19176.0,0.0
351,-3197.133333333333,62.13339174384309,19176.0,0.0
352,-3193.6,64.60913903113729,19176.0,0.0
353,-3180.0,76.60001759850942,19176.0,0.0
354,-3170.0,67.53618360280794,19176.0,0.0
355,-3172.6,61.52649110337963,19176.0,0.0
356,-3178.5333333333333,61.284237413392006,19176.0,0.0
357,-3172.9333333333334,57.988086067155216,19176.0,0.0
358,-3187.6666666666665,64.0624497709176,19176.0,0.0
359,-3181.8,62.03372328387012,19176.0,0.0
360,-3203.733333333333,60.32296474110907,19176.0,0.0
361,-3202.6,69.97562532866662,19176.0,0.0
362,-3224.733333333333,66.29813967836701,19176.0,0.0
363,-3208.266666666667,64.89128393543521,19176.0,0.0
364,-3218.0666666666666,63.1053203195131,19176.0,0.0
365,-3224.9333333333334,54.974774869377114,19176.0,0.0
366,-3217.133333333333,61.74471893417717,19176.0,0.0
367,-3196.3333333333335,72.65269665567132,19176.0,0.0
368,-3190.4,85.60035134958508,19176.0,0.0
369,-3187.6,86.44444147796192,19176.0,0.0
370,-3199.266666666667,86.1704366603625,19176.0,0.0
371,-3209.0,84.52128839093952,19176.0,0.0
372,-3219.266666666667,81.55442887814154,19176.0,0.0
373,-3222.8,81.7000780573355,19176.0,0.0
374,-3177.3333333333335,87.46512174133215,19176.0,0.0
375,-3163.4666666666667,86.655154271271,19176.0,0.0
